,index,Actor,ActorID,Film,Year,Votes,Rating,FilmID,in_endgame
1202,118226,Stan Lee,nm0498278,Spider-Man: Homecoming,2017,523789,7.4,tt2250912,1
1203,118227,Stan Lee,nm0498278,Return to Return to Nuke 'Em High Aka Vol. 2,2017,1741,6.1,tt3039472,1
1204,118228,Stan Lee,nm0498278,Deadpool,2016,913699,8.0,tt1431045,1
1205,118229,Stan Lee,nm0498278,Captain America: Civil War,2016,675997,7.8,tt3498820,1
1206,118230,Stan Lee,nm0498278,Doctor Strange,2016,609821,7.5,tt1211837,1
1207,118231,Stan Lee,nm0498278,X-Men: Apocalypse,2016,398093,6.9,tt3385516,1
1208,118232,Stan Lee,nm0498278,Yoga Hosers,2016,12511,4.3,tt3838992,1
1209,118233,Stan Lee,nm0498278,Avengers: Age of Ultron,2015,759655,7.3,tt2395427,1
1210,118234,Stan Lee,nm0498278,Ant-Man,2015,579879,7.3,tt0478970,1
1211,118235,Stan Lee,nm0498278,Guardians of the Galaxy,2014,1055470,8.0,tt2015381,1
1212,118236,Stan Lee,nm0498278,Captain America: The Winter Soldier,2014,747142,7.7,tt1843866,1
1213,118237,Stan Lee,nm0498278,The Amazing Spider-Man 2,2014,420618,6.6,tt1872181,1
1214,118238,Stan Lee,nm0498278,Big Hero 6,2014,415262,7.8,tt2245084,1
1215,118239,Stan Lee,nm0498278,Iron Man 3,2013,765019,7.1,tt1300854,1
1216,118240,Stan Lee,nm0498278,Thor: The Dark World,2013,604478,6.9,tt1981115,1
1217,118241,Stan Lee,nm0498278,Return to Nuke 'Em High Volume 1,2013,1917,5.5,tt2279922,1
1218,118242,Stan Lee,nm0498278,The Avengers,2012,1273277,8.0,tt0848228,1
1219,118243,Stan Lee,nm0498278,The Amazing Spider-Man,2012,563152,6.9,tt0948470,1
1220,118244,Stan Lee,nm0498278,Thor,2011,756855,7.0,tt0800369,1
1221,118245,Stan Lee,nm0498278,Captain America: The First Avenger,2011,751881,6.9,tt0458339,1
1222,118246,Stan Lee,nm0498278,Pizza Man,2011,273,3.5,tt1629766,1
1223,118247,Stan Lee,nm0498278,Iron Man 2,2010,732064,7.0,tt1228705,1
1224,118248,Stan Lee,nm0498278,Iron Man,2008,951095,7.9,tt0371746,1
1225,118249,Stan Lee,nm0498278,The Incredible Hulk,2008,439469,6.7,tt0800080,1
1226,118250,Stan Lee,nm0498278,Spider-Man 3,2007,504339,6.2,tt0413300,1
1227,118251,Stan Lee,nm0498278,Fantastic 4: Rise of the Silver Surfer,2007,252157,5.6,tt0486576,1
1228,118252,Stan Lee,nm0498278,X-Men: The Last Stand,2006,486265,6.7,tt0376994,1
1229,118253,Stan Lee,nm0498278,Fantastic Four,2005,313305,5.7,tt0120667,1
1230,118254,Stan Lee,nm0498278,Spider-Man 2,2004,549437,7.3,tt0316654,1
1231,118255,Stan Lee,nm0498278,The Princess Diaries 2: Royal Engagement,2004,74955,5.8,tt0368933,1
1232,118256,Stan Lee,nm0498278,Hulk,2003,253394,5.6,tt0286716,1
1233,118257,Stan Lee,nm0498278,Daredevil,2003,207657,5.3,tt0287978,1
1234,118258,Stan Lee,nm0498278,Spider-Man,2002,694054,7.3,tt0145487,1
1235,118259,Stan Lee,nm0498278,X-Men,2000,575186,7.4,tt0120903,1
1236,118260,Stan Lee,nm0498278,Citizen Toxie: The Toxic Avenger IV,2000,5191,6.1,tt0212879,1
1237,118261,Stan Lee,nm0498278,Mallrats,1995,116650,7.1,tt0113749,1
1238,118262,Stan Lee,nm0498278,The Ambulance,1990,3139,5.9,tt0099026,1
1239,118263,Stan Lee,nm0498278,The Year 01,1973,418,6.2,tt0179641,1
1240,129624,Callan Mulvey,nm0612534,Shadow in the Cloud,2020,13592,4.8,tt9691136,1
1241,129625,Callan Mulvey,nm0612534,Breach,2020,4866,3.0,tt9820556,1
1242,129626,Callan Mulvey,nm0612534,The F**k-It List,2020,4721,5.1,tt8145202,1
1243,129627,Callan Mulvey,nm0612534,High Ground,2020,1026,6.4,tt9286908,1
1244,129628,Callan Mulvey,nm0612534,Avengers: Endgame,2019,849079,8.4,tt4154796,1
1245,129629,Callan Mulvey,nm0612534,Outlaw King,2018,61604,6.9,tt6679794,1
1246,129630,Callan Mulvey,nm0612534,Delirium,2018,6793,5.7,tt2069797,1
1247,129631,Callan Mulvey,nm0612534,In Like Flynn,2018,945,5.2,tt5303442,1
1248,129632,Callan Mulvey,nm0612534,Desolate,2018,412,5.0,tt5770836,1
1249,129633,Callan Mulvey,nm0612534,Beyond Skyline,2017,19622,5.3,tt1724970,1
1250,129634,Callan Mulvey,nm0612534,Bleeding Steel,2017,8880,5.2,tt5813366,1
1251,129635,Callan Mulvey,nm0612534,Batman v Superman: Dawn of Justice,2016,643006,6.4,tt2975590,1
1252,129636,Callan Mulvey,nm0612534,Warcraft: The Beginning,2016,243332,6.8,tt0803096,1
1253,129637,Callan Mulvey,nm0612534,Captain America: The Winter Soldier,2014,747142,7.7,tt1843866,1
1254,129638,Callan Mulvey,nm0612534,300: Rise of an Empire,2014,282723,6.2,tt1253863,1
1255,129639,Callan Mulvey,nm0612534,Kill Me Three Times,2014,21461,5.9,tt2393845,1
1256,129640,Callan Mulvey,nm0612534,Miss Meadows,2014,7732,5.7,tt3128900,1
1257,129641,Callan Mulvey,nm0612534,The Turning,2013,1289,5.9,tt2322641,1
1258,129642,Callan Mulvey,nm0612534,Zero Dark Thirty,2012,274879,7.4,tt1790885,1
1259,129643,Callan Mulvey,nm0612534,The Hunter,2011,36906,6.7,tt1703148,1
1260,129644,Callan Mulvey,nm0612534,Thunderstruck,2004,867,6.2,tt0316763,1
1261,132663,Elizabeth Olsen,nm0647634,Avengers: Endgame,2019,849079,8.4,tt4154796,1
1262,132664,Elizabeth Olsen,nm0647634,Avengers: Infinity War,2018,860288,8.4,tt4154756,1
1263,132665,Elizabeth Olsen,nm0647634,Wind River,2017,210993,7.7,tt5362988,1
1264,132666,Elizabeth Olsen,nm0647634,Ingrid Goes West,2017,37028,6.6,tt5962210,1
1265,132667,Elizabeth Olsen,nm0647634,Kodachrome,2017,13108,6.8,tt1880399,1
1266,132668,Elizabeth Olsen,nm0647634,Captain America: Civil War,2016,675997,7.8,tt3498820,1
1267,132669,Elizabeth Olsen,nm0647634,Avengers: Age of Ultron,2015,759655,7.3,tt2395427,1
1268,132670,Elizabeth Olsen,nm0647634,I Saw the Light,2015,6451,5.8,tt1490785,1
1269,132671,Elizabeth Olsen,nm0647634,Captain America: The Winter Soldier,2014,747142,7.7,tt1843866,1
1270,132672,Elizabeth Olsen,nm0647634,Godzilla,2014,384854,6.4,tt0831387,1
1271,132673,Elizabeth Olsen,nm0647634,Old Boy,2013,69860,5.7,tt1321511,1
1272,132674,Elizabeth Olsen,nm0647634,Kill Your Darlings,2013,35683,6.5,tt1311071,1
1273,132675,Elizabeth Olsen,nm0647634,Very Good Girls,2013,14535,6.0,tt1931602,1
1274,132676,Elizabeth Olsen,nm0647634,In Secret,2013,7814,6.1,tt0409379,1
1275,132677,Elizabeth Olsen,nm0647634,Red Lights,2012,58955,6.2,tt1748179,1
1276,132678,Elizabeth Olsen,nm0647634,Liberal Arts,2012,36323,6.7,tt1872818,1
1277,132679,Elizabeth Olsen,nm0647634,Martha Marcy May Marlene,2011,49801,6.9,tt1441326,1
1278,132680,Elizabeth Olsen,nm0647634,Silent House,2011,21897,5.2,tt1767382,1
1279,132681,Elizabeth Olsen,nm0647634,"Peace, Love & Misunderstanding",2011,7925,5.9,tt1649780,1
1280,136525,Chris Pratt,nm0695435,Onward,2020,108354,7.4,tt7146812,1
1281,136526,Chris Pratt,nm0695435,Avengers: Endgame,2019,849079,8.4,tt4154796,1
1282,136527,Chris Pratt,nm0695435,The Lego Movie 2: The Second Part,2019,56264,6.6,tt3513498,1
1283,136528,Chris Pratt,nm0695435,The Kid,2019,7025,5.9,tt4975920,1
1284,136529,Chris Pratt,nm0695435,Avengers: Infinity War,2018,860288,8.4,tt4154756,1
1285,136530,Chris Pratt,nm0695435,Jurassic World: Fallen Kingdom,2018,270240,6.2,tt4881806,1
1286,136531,Chris Pratt,nm0695435,Guardians of the Galaxy Vol. 2,2017,580143,7.6,tt3896198,1
1287,136532,Chris Pratt,nm0695435,Passengers,2016,354553,7.0,tt1355644,1
1288,136533,Chris Pratt,nm0695435,The Magnificent Seven,2016,186941,6.9,tt2404435,1
1289,136534,Chris Pratt,nm0695435,Jurassic World,2015,583907,7.0,tt0369610,1
1290,136535,Chris Pratt,nm0695435,Jem and the Holograms,2015,7376,4.2,tt3614530,1
1291,136536,Chris Pratt,nm0695435,Guardians of the Galaxy,2014,1055470,8.0,tt2015381,1
1292,136537,Chris Pratt,nm0695435,The Lego Movie,2014,325945,7.7,tt1490017,1
1293,136538,Chris Pratt,nm0695435,Her,2013,548168,8.0,tt1798709,1
1294,136539,Chris Pratt,nm0695435,Movie 43,2013,100039,4.3,tt1333125,1
1295,136540,Chris Pratt,nm0695435,Delivery Man,2013,75441,6.4,tt2387559,1
1296,136541,Chris Pratt,nm0695435,Zero Dark Thirty,2012,274879,7.4,tt1790885,1
1297,136542,Chris Pratt,nm0695435,The Five-Year Engagement,2012,95038,6.2,tt1195478,1
1298,136543,Chris Pratt,nm0695435,Moneyball,2011,375081,7.6,tt1210166,1
1299,136544,Chris Pratt,nm0695435,What's Your Number?,2011,73083,6.1,tt0770703,1
1300,136545,Chris Pratt,nm0695435,Take Me Home Tonight,2011,51417,6.3,tt0810922,1
1301,136546,Chris Pratt,nm0695435,10 Years,2011,24079,6.1,tt1715873,1
1302,136547,Chris Pratt,nm0695435,Jennifer's Body,2009,117518,5.2,tt1131734,1
1303,136548,Chris Pratt,nm0695435,Bride Wars,2009,101136,5.5,tt0901476,1
1304,136549,Chris Pratt,nm0695435,Deep in the Valley,2009,3462,4.4,tt1078885,1
1305,136550,Chris Pratt,nm0695435,Wanted,2008,361957,6.7,tt0493464,1
1306,136551,Chris Pratt,nm0695435,Wieners,2008,2221,4.3,tt0800268,1
1307,136552,Chris Pratt,nm0695435,Walk the Talk,2007,213,5.6,tt0462601,1
1308,136553,Chris Pratt,nm0695435,Strangers with Candy,2005,7873,6.0,tt0369994,1
1309,136554,Chris Pratt,nm0695435,The Extreme Team,2003,226,3.7,tt0295249,1
1310,138374,Jeremy Renner,nm0719637,Avengers: Endgame,2019,849079,8.4,tt4154796,1
1311,138375,Jeremy Renner,nm0719637,Arctic Dogs,2019,1475,4.7,tt4426464,1
1312,138376,Jeremy Renner,nm0719637,Tag,2018,117639,6.5,tt2854926,1
1313,138377,Jeremy Renner,nm0719637,Wind River,2017,210993,7.7,tt5362988,1
1314,138378,Jeremy Renner,nm0719637,The House,2017,41344,5.6,tt4481514,1
1315,138379,Jeremy Renner,nm0719637,Captain America: Civil War,2016,675997,7.8,tt3498820,1
1316,138380,Jeremy Renner,nm0719637,Arrival,2016,603817,7.9,tt2543164,1
1317,138381,Jeremy Renner,nm0719637,Avengers: Age of Ultron,2015,759655,7.3,tt2395427,1
1318,138382,Jeremy Renner,nm0719637,Mission: Impossible - Rogue Nation,2015,345048,7.4,tt2381249,1
1319,138383,Jeremy Renner,nm0719637,Kill the Messenger,2014,44847,6.9,tt1216491,1
1320,138384,Jeremy Renner,nm0719637,American Hustle,2013,452517,7.2,tt1800241,1
1321,138385,Jeremy Renner,nm0719637,Hansel & Gretel: Witch Hunters,2013,195812,6.1,tt1428538,1
1322,138386,Jeremy Renner,nm0719637,The Immigrant,2013,30126,6.6,tt1951181,1
1323,138387,Jeremy Renner,nm0719637,The Avengers,2012,1273277,8.0,tt0848228,1
1324,138388,Jeremy Renner,nm0719637,The Bourne Legacy,2012,286858,6.6,tt1194173,1
1325,138389,Jeremy Renner,nm0719637,Thor,2011,756855,7.0,tt0800369,1
1326,138390,Jeremy Renner,nm0719637,Mission: Impossible - Ghost Protocol,2011,460232,7.4,tt1229238,1
1327,138391,Jeremy Renner,nm0719637,The Town,2010,356822,7.5,tt0840361,1
1328,138392,Jeremy Renner,nm0719637,Ingenious,2009,1859,5.8,tt0991174,1
1329,138393,Jeremy Renner,nm0719637,The Hurt Locker,2008,425009,7.5,tt0887912,1
1330,138394,Jeremy Renner,nm0719637,28 Weeks Later,2007,260142,7.0,tt0463854,1
1331,138395,Jeremy Renner,nm0719637,The Assassination of Jesse James by the Coward Robert Ford,2007,170824,7.5,tt0443680,1
1332,138396,Jeremy Renner,nm0719637,Take,2007,1507,5.9,tt0815138,1
1333,138397,Jeremy Renner,nm0719637,Love Comes to the Executioner,2006,854,5.5,tt0383478,1
1334,138398,Jeremy Renner,nm0719637,Lords of Dogtown,2005,52308,7.1,tt0355702,1
1335,138399,Jeremy Renner,nm0719637,North Country,2005,40311,7.3,tt0395972,1
1336,138400,Jeremy Renner,nm0719637,12 and Holding,2005,6728,7.5,tt0417385,1
1337,138401,Jeremy Renner,nm0719637,A Little Trip to Heaven,2005,4700,6.0,tt0420740,1
1338,138402,Jeremy Renner,nm0719637,Neo Ned,2005,1573,7.0,tt0364556,1
1339,138403,Jeremy Renner,nm0719637,The Heart Is Deceitful Above All Things,2004,6432,6.4,tt0368774,1
1340,138404,Jeremy Renner,nm0719637,S.W.A.T.,2003,139187,6.0,tt0257076,1
1341,138405,Jeremy Renner,nm0719637,Dahmer,2002,9637,5.6,tt0285728,1
1342,138406,Jeremy Renner,nm0719637,Monkey Love,2002,208,4.7,tt0272196,1
1343,138407,Jeremy Renner,nm0719637,Fish in a Barrel,2001,253,5.1,tt0294578,1
1344,138408,Jeremy Renner,nm0719637,Senior Trip,1995,5454,5.8,tt0113936,1
1345,141303,Paul Rudd,nm0748620,Avengers: Endgame,2019,849079,8.4,tt4154796,1
1346,141304,Paul Rudd,nm0748620,Between Two Ferns: The Movie,2019,27191,6.1,tt9398640,1
1347,141305,Paul Rudd,nm0748620,Ant-Man and the Wasp,2018,319007,7.0,tt5095030,1
1348,141306,Paul Rudd,nm0748620,Mute,2018,31409,5.5,tt1464763,1
1349,141307,Paul Rudd,nm0748620,Ideal Home,2018,8003,6.4,tt5460880,1
1350,141308,Paul Rudd,nm0748620,The Catcher Was a Spy,2018,7965,6.2,tt4602066,1
1351,141309,Paul Rudd,nm0748620,Fun Mom Dinner,2017,4975,5.3,tt5829040,1
1352,141310,Paul Rudd,nm0748620,Captain America: Civil War,2016,675997,7.8,tt3498820,1
1353,141311,Paul Rudd,nm0748620,Sausage Party,2016,177742,6.1,tt1700841,1
1354,141312,Paul Rudd,nm0748620,The Fundamentals of Caring,2016,62294,7.3,tt2452386,1
1355,141313,Paul Rudd,nm0748620,Nerdland,2016,970,5.4,tt5574372,1
1356,141314,Paul Rudd,nm0748620,Ant-Man,2015,579879,7.3,tt0478970,1
1357,141315,Paul Rudd,nm0748620,The Little Prince,2015,57366,7.7,tt1754656,1
1358,141316,Paul Rudd,nm0748620,They Came Together,2014,21558,5.6,tt2398249,1
1359,141317,Paul Rudd,nm0748620,This Is the End,2013,386769,6.6,tt1245492,1
1360,141318,Paul Rudd,nm0748620,Anchorman 2: The Legend Continues,2013,170229,6.3,tt1229340,1
1361,141319,Paul Rudd,nm0748620,Admission,2013,33418,5.7,tt1814621,1
1362,141320,Paul Rudd,nm0748620,Prince Avalanche,2013,19138,6.4,tt2195548,1
1363,141321,Paul Rudd,nm0748620,All Is Bright,2013,6092,5.6,tt1462901,1
1364,141322,Paul Rudd,nm0748620,The Perks of Being a Wallflower,2012,467296,8.0,tt1659337,1
1365,141323,Paul Rudd,nm0748620,This Is 40,2012,128955,6.2,tt1758830,1
1366,141324,Paul Rudd,nm0748620,Wanderlust,2012,72554,5.6,tt1655460,1
1367,141325,Paul Rudd,nm0748620,Our Idiot Brother,2011,84469,6.4,tt1637706,1
1368,141326,Paul Rudd,nm0748620,Dinner for Schmucks,2010,101850,5.9,tt0427152,1
1369,141327,Paul Rudd,nm0748620,How Do You Know,2010,47434,5.4,tt1341188,1
1370,141328,Paul Rudd,nm0748620,"I Love You, Man",2009,194944,7.0,tt1155056,1
1371,141329,Paul Rudd,nm0748620,Monsters vs. Aliens,2009,148571,6.4,tt0892782,1
1372,141330,Paul Rudd,nm0748620,Year One,2009,93006,4.9,tt1045778,1
1373,141331,Paul Rudd,nm0748620,Forgetting Sarah Marshall,2008,266432,7.1,tt0800039,1
1374,141332,Paul Rudd,nm0748620,Role Models,2008,221330,6.8,tt0430922,1
1375,141333,Paul Rudd,nm0748620,Over Her Dead Body,2008,23878,5.2,tt0785007,1
1376,141334,Paul Rudd,nm0748620,Knocked Up,2007,352729,6.9,tt0478311,1
1377,141335,Paul Rudd,nm0748620,Walk Hard: The Dewey Cox Story,2007,67781,6.8,tt0841046,1
1378,141336,Paul Rudd,nm0748620,Reno 911!: Miami,2007,26301,5.9,tt0499554,1
1379,141337,Paul Rudd,nm0748620,I Could Never Be Your Woman,2007,17126,6.0,tt0466839,1
1380,141338,Paul Rudd,nm0748620,The Ten,2007,16298,5.0,tt0811106,1
1381,141339,Paul Rudd,nm0748620,Night at the Museum,2006,317568,6.4,tt0477347,1
1382,141340,Paul Rudd,nm0748620,The Ex,2006,16849,5.5,tt0458364,1
1383,141341,Paul Rudd,nm0748620,The Oh in Ohio,2006,6024,5.5,tt0422861,1
1384,141342,Paul Rudd,nm0748620,Diggers,2006,2486,6.3,tt0469897,1
1385,141343,Paul Rudd,nm0748620,The 40-Year-Old Virgin,2005,399525,7.1,tt0405422,1
1386,141344,Paul Rudd,nm0748620,The Baxter,2005,4582,6.5,tt0401244,1
1387,141345,Paul Rudd,nm0748620,"Tennis, Anyone...?",2005,371,5.7,tt0413356,1
1388,141346,Paul Rudd,nm0748620,Anchorman: The Legend of Ron Burgundy,2004,332567,7.2,tt0357413,1
1389,141347,Paul Rudd,nm0748620,P.S.,2004,6009,6.1,tt0380609,1
1390,141348,Paul Rudd,nm0748620,The Shape of Things,2003,10940,6.7,tt0308878,1
1391,141349,Paul Rudd,nm0748620,Two Days,2003,902,6.3,tt0320668,1
1392,141350,Paul Rudd,nm0748620,Wet Hot American Summer,2001,54616,6.6,tt0243655,1
1393,141351,Paul Rudd,nm0748620,The Chateau,2001,776,5.2,tt0283288,1
1394,141352,Paul Rudd,nm0748620,Reaching Normal,2001,129,5.0,tt0210939,1
1395,141353,Paul Rudd,nm0748620,Gen-X Cops 2: Metal Mayhem,2000,872,4.8,tt0251094,1
1396,141354,Paul Rudd,nm0748620,The Cider House Rules,1999,93763,7.4,tt0124315,1
1397,141355,Paul Rudd,nm0748620,200 Cigarettes,1999,14719,6.0,tt0137338,1
1398,141356,Paul Rudd,nm0748620,The Object of My Affection,1998,18923,6.0,tt0120772,1
1399,141357,Paul Rudd,nm0748620,The Locusts,1997,1662,6.2,tt0119557,1
1400,141358,Paul Rudd,nm0748620,Romeo + Juliet,1996,212838,6.7,tt0117509,1
1401,141359,Paul Rudd,nm0748620,The Size of Watermelons,1996,207,5.5,tt0117660,1
1402,141360,Paul Rudd,nm0748620,Clueless,1995,187088,6.8,tt0112697,1
1403,141361,Paul Rudd,nm0748620,Halloween: The Curse of Michael Myers,1995,31693,4.8,tt0113253,1
1404,141418,Mark Ruffalo,nm0749263,Avengers: Endgame,2019,849079,8.4,tt4154796,1
1405,141419,Mark Ruffalo,nm0749263,Captain Marvel,2019,460391,6.9,tt4154664,1
1406,141420,Mark Ruffalo,nm0749263,Dark Waters,2019,65292,7.6,tt9071322,1
1407,141421,Mark Ruffalo,nm0749263,Avengers: Infinity War,2018,860288,8.4,tt4154756,1
1408,141422,Mark Ruffalo,nm0749263,Thor: Ragnarok,2017,602974,7.9,tt3501632,1
1409,141423,Mark Ruffalo,nm0749263,Now You See Me 2,2016,252796,6.5,tt3110958,1
1410,141424,Mark Ruffalo,nm0749263,Avengers: Age of Ultron,2015,759655,7.3,tt2395427,1
1411,141425,Mark Ruffalo,nm0749263,Spotlight,2015,426505,8.1,tt1895587,1
1412,141426,Mark Ruffalo,nm0749263,Foxcatcher,2014,135375,7.0,tt1100089,1
1413,141427,Mark Ruffalo,nm0749263,Infinitely Polar Bear,2014,15289,7.0,tt1969062,1
1414,141428,Mark Ruffalo,nm0749263,Iron Man 3,2013,765019,7.1,tt1300854,1
1415,141429,Mark Ruffalo,nm0749263,Now You See Me,2013,601166,7.3,tt1670345,1
1416,141430,Mark Ruffalo,nm0749263,Begin Again,2013,144865,7.4,tt1980929,1
1417,141431,Mark Ruffalo,nm0749263,The Avengers,2012,1273277,8.0,tt0848228,1
1418,141432,Mark Ruffalo,nm0749263,Thanks for Sharing,2012,26899,6.4,tt1932718,1
1419,141433,Mark Ruffalo,nm0749263,Margaret,2011,16224,6.5,tt0466893,1
1420,141434,Mark Ruffalo,nm0749263,Shutter Island,2010,1147652,8.2,tt1130884,1
1421,141435,Mark Ruffalo,nm0749263,Date Night,2010,153372,6.3,tt1279935,1
1422,141436,Mark Ruffalo,nm0749263,The Kids Are All Right,2010,126231,7.0,tt0842926,1
1423,141437,Mark Ruffalo,nm0749263,Sympathy for Delicious,2010,1834,5.7,tt1270277,1
1424,141438,Mark Ruffalo,nm0749263,Where the Wild Things Are,2009,101246,6.7,tt0386117,1
1425,141439,Mark Ruffalo,nm0749263,Blindness,2008,70542,6.6,tt0861689,1
1426,141440,Mark Ruffalo,nm0749263,The Brothers Bloom,2008,49150,6.8,tt0844286,1
1427,141441,Mark Ruffalo,nm0749263,What Doesn't Kill You,2008,11809,6.6,tt1133991,1
1428,141442,Mark Ruffalo,nm0749263,Zodiac,2007,474372,7.7,tt0443706,1
1429,141443,Mark Ruffalo,nm0749263,Reservation Road,2007,22738,6.7,tt0831884,1
1430,141444,Mark Ruffalo,nm0749263,Chicago 10,2007,1231,7.3,tt0905979,1
1431,141445,Mark Ruffalo,nm0749263,All the King's Men,2006,23755,6.2,tt0405676,1
1432,141446,Mark Ruffalo,nm0749263,Just Like Heaven,2005,100155,6.7,tt0425123,1
1433,141447,Mark Ruffalo,nm0749263,Rumor Has It...,2005,54541,5.5,tt0398375,1
1434,141448,Mark Ruffalo,nm0749263,Eternal Sunshine of the Spotless Mind,2004,920690,8.3,tt0338013,1
1435,141449,Mark Ruffalo,nm0749263,Collateral,2004,363932,7.5,tt0369339,1
1436,141450,Mark Ruffalo,nm0749263,13 Going on 30,2004,169664,6.2,tt0337563,1
1437,141451,Mark Ruffalo,nm0749263,We Don't Live Here Anymore,2004,9199,6.3,tt0361309,1
1438,141452,Mark Ruffalo,nm0749263,View from the Top,2003,25707,5.3,tt0264150,1
1439,141453,Mark Ruffalo,nm0749263,My Life Without Me,2003,24263,7.5,tt0314412,1
1440,141454,Mark Ruffalo,nm0749263,In the Cut,2003,22040,5.3,tt0199626,1
1441,141455,Mark Ruffalo,nm0749263,Windtalkers,2002,65826,6.1,tt0245562,1
1442,141456,Mark Ruffalo,nm0749263,XX/XY,2002,3091,5.9,tt0245573,1
1443,141457,Mark Ruffalo,nm0749263,The Last Castle,2001,73054,7.0,tt0272020,1
1444,141458,Mark Ruffalo,nm0749263,You Can Count on Me,2000,28399,7.5,tt0203230,1
1445,141459,Mark Ruffalo,nm0749263,Committed,2000,3631,5.1,tt0144142,1
1446,141460,Mark Ruffalo,nm0749263,Apartment 12,2000,566,5.0,tt0156741,1
1447,141461,Mark Ruffalo,nm0749263,Ride with the Devil,1999,13041,6.7,tt0134154,1
1448,141462,Mark Ruffalo,nm0749263,54,1998,31644,5.9,tt0120577,1
1449,141463,Mark Ruffalo,nm0749263,Safe Men,1998,3201,5.9,tt0120813,1
1450,141464,Mark Ruffalo,nm0749263,A Fish in the Bathtub,1998,284,5.8,tt0126908,1
1451,141465,Mark Ruffalo,nm0749263,The Dentist,1996,8466,5.3,tt0116075,1
1452,141466,Mark Ruffalo,nm0749263,The Last Big Thing,1996,369,6.8,tt0161743,1
1453,141467,Mark Ruffalo,nm0749263,Blood Money,1996,156,3.0,tt0115709,1
1454,141468,Mark Ruffalo,nm0749263,"Mirror, Mirror III: The Voyeur",1995,215,2.5,tt0199772,1
1455,141469,Mark Ruffalo,nm0749263,There Goes My Baby,1994,1009,6.5,tt0108320,1
1456,141470,Mark Ruffalo,nm0749263,"Mirror, Mirror 2: Raven Dance",1994,413,3.7,tt0110530,1
1457,142051,Joe Russo,nm0751648,Cherry,2021,16260,6.6,tt9130508,1
1458,142052,Joe Russo,nm0751648,Avengers: Endgame,2019,849079,8.4,tt4154796,1
1459,142053,Joe Russo,nm0751648,Captain America: Civil War,2016,675997,7.8,tt3498820,1
1460,142054,Joe Russo,nm0751648,Captain America: The Winter Soldier,2014,747142,7.7,tt1843866,1
1461,142055,Joe Russo,nm0751648,"You, Me and Dupree",2006,78739,5.6,tt0463034,1
1462,142528,Zoe Saldana,nm0757855,Vampires vs. the Bronx,2020,7646,5.6,tt8976576,1
1463,142529,Zoe Saldana,nm0757855,Avengers: Endgame,2019,849079,8.4,tt4154796,1
1464,142530,Zoe Saldana,nm0757855,Missing Link,2019,22582,6.7,tt6348138,1
1465,142531,Zoe Saldana,nm0757855,Avengers: Infinity War,2018,860288,8.4,tt4154756,1
1466,142532,Zoe Saldana,nm0757855,Guardians of the Galaxy Vol. 2,2017,580143,7.6,tt3896198,1
1467,142533,Zoe Saldana,nm0757855,I Kill Giants,2017,26457,6.2,tt4547194,1
1468,142534,Zoe Saldana,nm0757855,My Little Pony: The Movie,2017,6089,6.1,tt4131800,1
1469,142535,Zoe Saldana,nm0757855,Star Trek: Beyond,2016,230347,7.1,tt2660888,1
1470,142536,Zoe Saldana,nm0757855,Live by Night,2016,52808,6.4,tt2361317,1
1471,142537,Zoe Saldana,nm0757855,Nina,2016,2652,5.4,tt0493076,1
1472,142538,Zoe Saldana,nm0757855,Guardians of the Galaxy,2014,1055470,8.0,tt2015381,1
1473,142539,Zoe Saldana,nm0757855,The Book of Life,2014,65394,7.3,tt2262227,1
1474,142540,Zoe Saldana,nm0757855,Infinitely Polar Bear,2014,15289,7.0,tt1969062,1
1475,142541,Zoe Saldana,nm0757855,Star Trek: Into Darkness,2013,465080,7.7,tt1408101,1
1476,142542,Zoe Saldana,nm0757855,Out of the Furnace,2013,108186,6.8,tt1206543,1
1477,142543,Zoe Saldana,nm0757855,Blood Ties,2013,19171,6.5,tt1747958,1
1478,142544,Zoe Saldana,nm0757855,The Words,2012,75086,7.0,tt1840417,1
1479,142545,Zoe Saldana,nm0757855,Colombiana,2011,95100,6.4,tt1657507,1
1480,142546,Zoe Saldana,nm0757855,The Losers,2010,92413,6.3,tt0480255,1
1481,142547,Zoe Saldana,nm0757855,Takers,2010,58457,6.2,tt1135084,1
1482,142548,Zoe Saldana,nm0757855,Death at a Funeral,2010,47263,5.7,tt1321509,1
1483,142549,Zoe Saldana,nm0757855,Burning Palms,2010,2676,5.4,tt1283887,1
1484,142550,Zoe Saldana,nm0757855,Avatar,2009,1127675,7.8,tt0499549,1
1485,142551,Zoe Saldana,nm0757855,Star Trek,2009,579600,7.9,tt0796366,1
1486,142552,Zoe Saldana,nm0757855,The Skeptic,2009,3981,5.6,tt0493451,1
1487,142553,Zoe Saldana,nm0757855,Vantage Point,2008,145220,6.6,tt0443274,1
1488,142554,Zoe Saldana,nm0757855,After Sex,2007,7968,5.5,tt0465375,1
1489,142555,Zoe Saldana,nm0757855,Blackout,2007,520,5.9,tt0822791,1
1490,142556,Zoe Saldana,nm0757855,The Heart Specialist,2006,537,4.4,tt0455841,1
1491,142557,Zoe Saldana,nm0757855,Premium,2006,479,5.6,tt0451166,1
1492,142558,Zoe Saldana,nm0757855,Guess Who,2005,40678,5.9,tt0372237,1
1493,142559,Zoe Saldana,nm0757855,Dirty Deeds,2005,8348,5.8,tt0407732,1
